512.6,1.723,0.0351,0.036,0.254,0.035 
518.4,1.626,0.044,0.036,0.249,0.042 
524.7,1.623,0.0431,0.007,0.246,0.043 
530.4,1.611,0.0431,0.027,0.247,0.045 
536.5,1.549,0.0518,0.038,0.243,0.046 
542.8,1.535,0.056,0.015,0.238,0.048 
548.7,1.534,0.0469,0.03,0.246,0.048 
554.5,1.569,0.0417,0.013,0.247,0.049 
560.5,1.522,0.0472,0.018,0.243,0.051 
566.7,1.484,0.0558,0.004,0.236,0.052 
572.6,1.476,0.052,0.002,0.238,0.053 
578.5,1.512,0.0427,-0.005,0.243,0.054 
584.5,1.466,0.0488,-0.004,0.239,0.054 
590.6,1.44,0.0589,-0.017,0.23,0.057 
596.7,1.425,0.0585,-0.017,0.231,0.057 
602.5,1.427,0.0505,-0.015,0.236,0.058 
608.6,1.414,0.0497,-0.007,0.238,0.058 
614.6,1.387,0.054,-0.01,0.235,0.061 
620.5,1.379,0.0527,-0.011,0.235,0.060 
626.7,1.368,0.054,-0.009,0.235,0.062 
632.7,1.359,0.0583,-0.038,0.228,0.062 
638.6,1.347,0.0565,-0.019,0.231,0.063 
644.6,1.347,0.0565,-0.053,0.227,0.064 
650.6,1.343,0.0545,-0.041,0.229,0.064 
656.6,1.333,0.0526,-0.046,0.231,0.066 
662.6,1.319,0.057,-0.049,0.226,0.065 
668.8,1.315,0.0597,-0.064,0.223,0.066 
674.7,1.304,0.0594,-0.068,0.222,0.067 
680.6,1.295,0.0549,-0.054,0.227,0.067 
686.7,1.289,0.0542,-0.064,0.226,0.068 
692.6,1.282,0.0553,-0.068,0.225,0.069 
698.6,1.271,0.0585,-0.09,0.22,0.069 
704.7,1.266,0.0575,-0.086,0.221,0.070 
710.8,1.259,0.0579,-0.089,0.22,0.071 
716.7,1.25,0.0576,-0.092,0.22,0.072 
722.7,1.243,0.0575,-0.083,0.221,0.072 
728.7,1.232,0.0564,-0.076,0.223,0.073 
734.7,1.222,0.06,-0.09,0.219,0.073 
740.7,1.221,0.0598,-0.1,0.218,0.074 
746.8,1.215,0.0586,-0.098,0.218,0.074 
752.8,1.211,0.0596,-0.101,0.217,0.075 
758.7,1.204,0.0597,-0.103,0.217,0.075 
764.8,1.191,0.0572,-0.081,0.222,0.076 
770.7,1.188,0.0568,-0.092,0.221,0.076 
776.7,1.183,0.0545,-0.08,0.224,0.077 
782.7,1.18,0.054,-0.081,0.224,0.077 
788.8,1.175,0.0529,-0.072,0.226,0.077 
794.7,1.174,0.0525,-0.072,0.226,0.078 
800.7,1.161,0.0519,-0.054,0.229,0.078 
806.8,1.158,0.0533,-0.068,0.227,0.079 
812.7,1.152,0.0532,-0.06,0.227,0.078 
818.7,1.148,0.0541,-0.069,0.226,0.080 
824.8,1.158,0.0489,-0.044,0.231,0.079 
830.8,1.153,0.0501,-0.058,0.229,0.080 
836.8,1.159,0.0458,-0.025,0.236,0.080 
842.8,1.154,0.0473,-0.04,0.233,0.080 
848.8,1.126,0.0527,-0.042,0.23,0.080 
854.6,1.143,0.0475,-0.046,0.233,0.083 
860.7,1.151,0.0438,-0.007,0.239,0.080 
866.7,1.135,0.0478,-0.042,0.233,0.084 
872.7,1.145,0.0433,-0.009,0.239,0.081 
878.7,1.162,0.0404,0.003,0.242,0.082 
883.5,1.166,0.0382,0.04,0.248,0.080 
891.5,1.056,0.0508,-0.036,0.236,0.079 
899.4,1.117,0.0436,0.142,0.254,0.082 
907.5,1.103,0.0703,-0.106,0.207,0.085 
915.4,1.265,0.1074,-0.454,0.145,0.088 
923.3,1.068,0.0443,0.163,0.262,0.091 
931.4,1.098,0.0518,-0.004,0.231,0.089 
939.4,1.179,0.0327,0.105,0.261,0.089 
947.4,1.102,0.0464,-0.02,0.235,0.089 
955.4,1.099,0.0476,0.011,0.236,0.090 
963.5,1.088,0.0464,-0.017,0.235,0.091 
971.4,1.134,0.0388,0.036,0.246,0.091 
979.7,1.126,0.0405,-0.053,0.234,0.092 
987.6,1.197,0.0317,0.081,0.255,0.094 
993.7,1.068,0.0539,-0.083,0.22,0.094 
1003.6,1.071,0.0513,-0.061,0.224,-999
1013.1,1.074,0.0488,-0.04,0.227,0.097 
1019.5,1.062,0.0484,-0.038,0.229,0.098 
1027.7,1.046,0.0528,-0.078,0.222,0.098 
1035.5,1.046,0.0501,-0.026,0.228,0.099 
1043.6,1.045,0.0561,-0.168,0.21,0.100 
1051.7,1.036,0.0528,-0.066,0.222,0.101 
1059.7,1.013,0.0563,-0.063,0.22,0.102 
1067.8,1.018,0.0567,-0.142,0.211,0.103 
1075.8,1.001,0.0521,-0.046,0.224,0.103 
1083.6,1.002,0.0638,-0.191,0.201,0.105 
1091.8,0.992,0.0627,-0.15,0.206,0.107 
1099.7,0.976,0.0562,-0.068,0.218,0.109 
1107.7,0.959,0.059,-0.071,0.218,0.108 
1115.9,0.987,0.0703,-0.261,0.19,0.111 
1123.8,0.974,0.0501,-0.068,0.221,0.111 
1131.8,0.965,0.0545,-0.144,0.21,0.111 
1139.7,0.948,0.0621,-0.151,0.205,0.111 
1147.8,0.94,0.0578,-0.124,0.211,0.112 
1155.7,0.93,0.0581,-0.126,0.211,0.112 
1163.8,0.929,0.0583,-0.134,0.208,0.114 
1171.8,0.912,0.0534,-0.096,0.217,0.113 
1179.8,0.919,0.0576,-0.148,0.208,0.116 
1187.8,0.905,0.0588,-0.133,0.209,0.117 
1195.8,0.914,0.0549,-0.129,0.211,0.118 
1203.9,0.9,0.0575,-0.15,0.207,0.118 
1211.9,0.897,0.0588,-0.16,0.205,0.120 
1219.8,0.888,0.0645,-0.204,0.198,0.119 
1227.9,0.888,0.0534,-0.119,0.212,0.120 
1235.9,0.886,0.058,-0.18,0.203,0.121 
1244,0.874,0.0546,-0.131,0.211,0.122 
1252,0.877,0.058,-0.221,0.198,0.122 
1259.8,0.865,0.0495,-0.074,0.218,0.123 
1267.8,0.861,0.0626,-0.213,0.195,0.124 
1275.9,0.846,0.0603,-0.146,0.204,0.123 
1284.2,0.853,0.0677,-0.22,0.192,0.129 
1292,0.871,0.0444,-0.067,0.221,0.127 
1299.8,0.84,0.0596,-0.176,0.2,0.128 
1307.8,0.833,0.0651,-0.219,0.194,0.128 
1315.9,0.826,0.0593,-0.164,0.202,0.130 
1323.8,0.825,0.0627,-0.2,0.196,0.129 
1331.8,0.82,0.0615,-0.198,0.197,0.130 
1339.8,0.817,0.06,-0.192,0.198,0.130 
1347.8,0.806,0.0585,-0.159,0.203,0.131 
1355.8,0.81,0.0654,-0.243,0.189,0.132 
1363.8,0.804,0.0587,-0.184,0.199,0.133 
1371.8,0.804,0.062,-0.223,0.192,0.134 
1379.8,0.8,0.0585,-0.196,0.197,0.135 
1387.8,0.794,0.0622,-0.228,0.191,0.135 
1395.9,0.786,0.0583,-0.183,0.198,0.135 
1403.8,0.783,0.0589,-0.186,0.197,0.138 
1411.8,0.785,0.0607,-0.233,0.191,0.139 
1419.8,0.78,0.0593,-0.217,0.193,0.139 
1427.9,0.776,0.0654,-0.267,0.186,0.142 
1435.7,0.767,0.0625,-0.205,0.193,0.140 
1443.8,0.757,0.0663,-0.214,0.192,0.143 
1451.9,0.791,0.0731,-0.375,0.166,0.143 
1459.8,0.747,0.0676,-0.202,0.193,0.143 
1467.8,0.758,0.0616,-0.205,0.192,0.146 
1475.8,0.757,0.0635,-0.239,0.188,0.147 
1483.9,0.754,0.0721,-0.278,0.179,0.144 
1491.8,0.749,0.0569,-0.174,0.197,0.145 
1499.8,0.742,0.0657,-0.251,0.185,0.145 
1507.8,0.733,0.0677,-0.216,0.188,0.149 
1515.7,0.732,0.0602,-0.199,0.192,0.147 
1523.8,0.726,0.0694,-0.25,0.183,0.148 
1531.7,0.719,0.0722,-0.24,0.182,0.148 
1539.7,0.728,0.0736,-0.307,0.174,0.150 
1547.7,0.714,0.0667,-0.22,0.186,0.149 
1555.5,0.713,0.0648,-0.22,0.187,0.151 
1563.7,0.71,0.0625,-0.211,0.189,0.150 
1571.7,0.709,0.0665,-0.229,0.184,0.150 
1579.6,0.71,0.0742,-0.261,0.176,0.152 
1587.7,0.706,0.0726,-0.269,0.177,0.155 
1595.7,0.707,0.0783,-0.274,0.173,0.153 
1603.7,0.699,0.0621,-0.157,0.192,0.154 
1611.7,0.704,0.07,-0.235,0.18,0.155 
1620.1,0.706,0.0809,-0.227,0.176,0.156 
1628.1,0.702,0.0782,-0.209,0.179,0.155 
1636.1,0.713,0.0637,-0.184,0.187,0.159 
1644.2,0.71,0.0732,-0.206,0.18,0.160 
1652.1,0.732,0.0562,-0.212,0.188,0.156 
